sample_id,risk_score,risk_group,z_CLCN5,z_ARHGEF5,z_ITGB2,z_TRIM32,z_SAT1,z_ACOX2
BA3405R,0.26576216514917,high_risk,1.39540220339857,-1.74326741165876,1.23379477791883,0.898101640974076,0.306785887190695,0.961773787651733
BA2409R,0.262606155275965,high_risk,1.6530542758315,-1.77232552832313,1.60819708326682,1.02642666919115,-0.832171014892051,0.212192036761093
BA2765R,0.262444634842916,high_risk,-0.527799376627621,2.03811244488137,1.01295300952104,-0.0711389101447576,0.378567485943384,0.898732066230286
BA2931R,0.262351846814507,high_risk,0.633399661736677,0.406073315309491,0.695542615656668,0.59363370130611,-0.0076233059166997,0.0299918105126838
BA2715R,0.258824033264269,high_risk,-0.275286868364379,2.10018928671997,-0.339528899407984,0.460290140200063,0.681537382541959,1.12300695500021
BA3006R,0.258684852152086,high_risk,0.541816266600475,0.922732144480912,-0.0709987742488181,0.956011601420256,0.385299595270778,-1.36835359102011
BA2200R,0.258672880971498,high_risk,0.409622051790825,1.12104810155654,-0.455039377842456,0.72443628322551,0.191530973870665,1.61032196944354
BA2301R,0.256915858155628,high_risk,0.75510295073955,-0.364650320616631,1.3207989140854,-0.218123146157953,0.743439080323312,0.941661237169553
BA2361R,0.255640437484069,high_risk,0.0636772659993927,1.81246832825927,0.58171431682253,-0.201335007860763,0.300456528790516,-0.553118659566583
BA2240R,0.253553015338672,high_risk,0.678788192009866,1.1477192820996,-0.0772154323389314,0.818612006740859,-1.08843805179845,0.905521153024185
BA2910R,0.247949438345058,high_risk,-0.17454971019259,2.33215649543676,-0.744955125719777,0.96519365859169,0.134718164351286,0.0545039942499222
BA3185R,0.247938453316831,high_risk,1.53671974053216,-0.585723618325372,-0.110929515107017,1.25288224719397,-0.379199388103913,-0.762108571872564
BA3380R,0.247110991556028,high_risk,0.790913352973045,0.557329712377778,0.20660421077535,0.785779690792942,-0.351996124157136,-0.414734956204398
BA2731R,0.245375975269311,high_risk,1.46280298789911,-1.29923588750049,1.56219678979108,-0.747765612853197,0.82822301701981,0.201343558365629
BA3040R,0.244417874805915,high_risk,1.78957368002029,-0.463907578956451,0.0974146102093803,0.0848883252523747,-0.296006459714382,-0.517262440300146
BA3374R,0.244290251179309,high_risk,1.49765435946999,0.0527541270919761,0.400935852962093,0.818261755927149,-2.21196698239054,0.850653558347816
BA2712R,0.242126952824576,high_risk,1.17470384541729,-1.10315184281348,1.339027708664,0.423513037159267,-0.511599402556712,1.96578242206792
BA2948R,0.24166058023544,high_risk,-0.586661163944491,2.29870786450487,0.64778627061851,0.070440590062238,0.818486867554399,-1.21662508317973
BA2795R,0.23846134914736,high_risk,1.09631951885045,-0.94393217154669,0.92575392575942,0.986134913653851,0.151507338211092,-0.625070912362732
BA2912R,0.236882697131938,high_risk,0.419817842579262,1.27365108345134,0.472231111343518,0.782152928085002,-0.979076779001759,-0.854105857704549
BA2567R,0.235411586642782,high_risk,-0.308147054457989,0.644341373287588,0.199059245632825,0.92022250610172,2.31973726716542,-0.753843127570076
BA2658R,0.235229671526967,high_risk,0.230923597443047,1.15076553375716,0.7228468366388,-1.07522012669949,0.582441302109986,2.28229745544696
BA2855R,0.235070033140007,high_risk,-0.119553071653081,1.03418294195645,0.467665237585276,-0.216857781096176,1.53266550524281,0.930344781979761
BA3116R,0.234236458129832,high_risk,1.12715524393418,-1.18579433563638,1.38593577405341,-0.121788785615822,0.985368395940581,-0.166378640818218
BA2221R,0.232837989791161,high_risk,0.39135559028074,0.591098058481342,0.679430040407983,-0.0519656106044899,0.681537382541959,0.0241692063903948
BA3207R,0.229993235695524,high_risk,-0.445752067812878,-0.0919939977821626,1.70666665049395,0.929483668800231,0.716506847261284,2.35361102432433
BA3114R,0.226969538635209,high_risk,-0.406583767929521,1.41371381747664,0.0974146102093803,0.231494664010562,1.9568233693738,-0.406753406276009
BA2724R,0.226736545828903,high_risk,0.564635248897405,0.353736136285911,1.50733628512485,-1.36111014776979,0.647578136711274,0.956629249195491
BA3099R,0.226388983823868,high_risk,0.0427242563047035,1.5710893127779,-0.289834075672199,1.50626132928134,-0.696309092089234,-0.137827786434438
BA2685R,0.225515495972123,high_risk,1.1751508343251,1.1888892057373,-0.59723694885902,-0.160732474644545,-0.207709332397641,-1.52797838221526
BA3229R,0.225098340089381,high_risk,-0.107133330810241,0.575307573525929,0.938773302462402,1.11661670237427,0.203193417792108,-0.0793493901049382
BA3192R,0.223673977361059,high_risk,0.448097041115182,1.38298332050058,-0.743105354222754,1.00235072703124,-0.645879617983411,0.940937389182986
BA2087R,0.222330211797009,high_risk,0.910477344509902,-0.0208056358689885,0.359634653327551,0.503470707373699,-0.223459449068821,0.466656436310406
BA3408R,0.221558930675099,high_risk,-0.732878029603921,1.51760906434701,0.717339988278003,0.632163253636675,0.799260218165794,0.822747304006216
BA2737R,0.21967594306463,high_risk,1.32418273522315,-0.383990678942825,1.40526450457614,-1.02761745947565,0.129168570725754,-0.932192362009051
BA2714R,0.217717366823587,high_risk,0.415054968237148,0.0484112435705809,0.616883115080528,1.13117663540296,-0.0076233059166997,-0.0290695604344677
BA2876R,0.217498336432373,high_risk,0.0290898696475681,0.765471908404832,0.383672125050177,0.465684357644484,0.82822301701981,0.262452275197716
BA3381R,0.21647998184992,high_risk,0.270368059060425,0.856871644331175,0.632244597868076,0.219527597475959,0.0485716105637267,-0.0734619095128382
BA3385R,0.21464520415316,high_risk,0.441619918828527,0.868566738538238,0.499951318631543,0.424366659847945,-0.556608120827988,-0.0334325500144067
BA3169R,0.214042771117792,high_risk,-0.00677824186363015,0.496600313387882,0.436122474182487,0.458214772813688,0.752557119568116,1.80436922795847
BA2132R,0.213105973501932,high_risk,1.1677798386086,0.0899338760866726,-0.11697421961977,-0.415011879776149,0.808833118754403,-0.371963505931433
BA2502R,0.212827532243186,high_risk,1.05729440138943,-0.321933764060341,0.971935808028504,-0.353945885895368,-0.216357567521827,0.936227373218195
BA2607R,0.212588014075469,high_risk,0.512135160501016,0.61490043394412,0.684778896765664,0.479066638630952,-0.468786437846549,-0.586872642013099
BA3138R,0.211645815032367,high_risk,-0.397339378681384,1.16485948499241,0.862625267476385,-0.0296104646218126,1.03132629065422,0.580791781665838
BA2496R,0.209014520965453,high_risk,1.08186250634806,-0.524086854088117,1.20892846436015,-0.470036024183412,0.00242336438455082,0.421331243216597
BA2069R,0.208209492944844,high_risk,1.31901160306228,-0.686241087528677,0.79665737847652,0.668456953894973,-0.943143743507066,-0.319101460809869
BA3386R,0.208038932870265,high_risk,0.477878561580935,0.937974206368352,-0.196139999177,1.16131267002913,-0.632994021363921,-0.553118659566583
BA3030R,0.207282641343257,high_risk,-0.429128856949623,1.66563863023771,0.51544922073582,0.362381947238203,-0.286317558911378,1.87958486867698
BA3083R,0.207100577865224,high_risk,0.243549798789079,0.668667287088492,1.16073633723453,0.446824657132458,-0.522109631478038,-0.630041421237339
BA2964R,0.205926886637294,high_risk,-0.26451218135046,1.36130403157116,0.252734828269413,0.600633777004575,0.257002775172148,0.717513318872859
BA3175R,0.204313258370593,high_risk,1.4866569919141,-0.660126963662838,1.2939943660917,-1.88290317042924,0.574542887151202,0.679684246495889
BA3013R,0.203730200207672,high_risk,1.04879193818101,0.414939967040213,0.233331281146129,-0.590782669073886,-0.0076233059166997,0.0340738371036956
BA3269R,0.203282870098476,high_risk,0.708534915932943,0.706947423054733,-0.295151650334979,-0.608538840292196,1.10412258040564,0.239030913462883
BA2924R,0.200967129042257,high_risk,-0.450006971586769,1.30051846298863,0.195301700627288,0.955687951883322,0.528207320717638,0.477787221855029
BA3255R,0.199488100214616,high_risk,0.0112022365958196,0.869633083534269,0.37938949542193,0.597888790455791,0.191530973870665,0.424604990953175
BA2602R,0.198968982739034,high_risk,-0.204524500522076,1.57044352674296,0.808399367590415,0.284041374912467,-0.783452551083861,0.709403765987943
BA2280R,0.198245473840218,high_risk,1.21712638491017,0.755506388179393,-0.759644350773935,1.1332055158646,-1.56623562225992,-0.906488114059695
BA3084R,0.19817394759134,high_risk,1.09306579884796,-0.705863721215624,0.814311190587355,1.13624209109442,-1.21693602394243,0.186653121237126
BA3388R,0.197589101657214,high_risk,-0.322609615120808,0.837213134571465,0.919295191170588,0.0271906791123631,0.82822301701981,1.17274939067103
BA2667R,0.193838581015122,high_risk,0.976426592388726,-0.803267328523527,0.632244597868076,0.851601714491139,0.0330143578233634,-0.434904077484944
BA2603R,0.193048357869042,high_risk,-0.207665915824499,0.763074177310131,0.5187498072129,1.03495602850364,-0.0175968944961942,0.914677037566573
