Name,Perturbagen,Perturbation Type,Dose,Tissue,Cell Line,Disease,Timepoint,Data Level,Creation Time,z-score (up),z-score (down),log p-val (Fisher),log p-val (avg),p-value (up),z-score (sum),p-value (down),FDR (up),FDR (down),p-value Bonferroni (up),p-value Bonferroni (down),source_file,import_note
EMU001_MINO_24H_G21_auranofin_0.66uM,auranofin,Chemical,0.66 uM,blood,MINO,lymphoma,24 h,5,2021-05-09,-7.254607529188536,-4.69884606341674,41.385246550609196,13.545717939107005,4.0589753780295723e-13,-11.953453592605275,0.0000026193852280531615,7.926035539945831e-10,0.00018008500752403773,2.81374261668077e-7,1,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
REP.B024_MCF7_24H_I01_rutin_2.22uM,rutin,Chemical,2.22 uM,breast,MCF7,breast adenocarcinoma,24 h,5,2021-05-22,-6.707825118296171,-5.2168548888732404,40.15949200994406,16.210434920831528,1.9864332401198226e-11,-11.92468000716941,1.8233928611444128e-7,1.41961373046357e-8,0.00002899884518095247,0.000013770253185496628,0.1264003282238224,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
CPC013_NPC_24H_J18_BRD-K89558221_10uM,BRD-K89558221,Chemical,10 uM,connective tissue,NPC,24 h,5,2021-05-13,-6.187808852368147,-5.7362091917984595,39.66345356410211,19.082024060569754,6.125400187073637e-10,-11.924018044166607,9.710610093804917e-9,1.8651284303120897e-7,0.000003870926150763068,0.00042462192906822516,0.006731540576176975,,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
REP.B016_JURKAT_24H_C18_hydroxyurea_0.01uM,hydroxyurea,Chemical,0.01 uM,blood,JURKAT,leukemia,24 h,5,2021-05-22,-5.201308610440784,-6.715775288045676,40.130214989434215,16.12669728079925,1.9826824049218317e-7,-11.91708389848646,1.8811174840038802e-11,0.000014132906769438432,6.314777389131078e-8,0.13744251833278875,0.000013040188566737498,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
DOSVAL003_MCF7_24H_O24_BRD-K37461197_4uM,BRD-K37461197,Chemical,4 uM,breast,MCF7,breast adenocarcinoma,24 h,5,2021-05-08,-7.154500509948811,-4.745001790495811,40.87803457473233,13.772649927511829,8.457679001594443e-13,-11.899502300444622,0.0000020875839779055383,1.3571735993264565e-9,0.00015375526213809898,5.862989949090291e-7,1,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
REP.A009_HA1E_24H_M23_zidovudine_0.125uM,zidovudine,Chemical,0.125 uM,kidney,HA1E,24 h,5,2021-05-21,-4.330440297523494,-7.5689835002741415,42.016660158185054,11.80781750358088,0.000014892239411423702,-11.899423797797635,3.7969627442180354e-14,0.00035507751749295184,1.6450697054581909e-9,1,2.6321115287331054e-8,,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
ASG002_NCIH2172_24H_P13_ixazomib_10uM,ixazomib,Chemical,10 uM,lung,NCIH2172,lung cancer,24 h,5,2021-05-08,-8.244900323766299,-3.6443719715741474,44.26775292446883,8.917246715910789,2.220446049250313e-16,-11.889272295340445,0.00026811366738144216,2.2973828478075458e-12,0.004374215484439313,1.5392465080310558e-10,1,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
REP.B019_HT29_24H_D24_CC-401_0.01uM,CC-401,Chemical,0.01 uM,intestine,HT29,colon adenocarcinoma,24 h,5,2021-05-22,-5.941320214643516,-5.906587588652447,39.14973989063625,19.569302482276818,2.837081236606309e-9,-11.847907803295962,3.504388335073827e-9,5.876030084953817e-7,0.0000019387825695915426,0.0019667072694340426,0.002429294559698203,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
REP.A013_MDAMB231_24H_G18_bortezomib_20uM,bortezomib,Chemical,20 uM,breast,MDAMB231,breast adenocarcinoma,24 h,5,2021-05-22,-3.7893876424338933,-8.023901132251835,43.23198880375765,9.490920507627193,0.00015106908230300142,-11.813288774685727,1.1102230246251565e-15,0.001990635528601641,3.8481162700776395e-10,1,7.696232540155279e-10,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
REP.B016_JURKAT_24H_P21_apocynin_0.25uM,apocynin,Chemical,0.25 uM,blood,JURKAT,leukemia,24 h,5,2021-05-22,-6.310098211930002,-5.492151278777056,39.035234505721334,17.725433313890314,2.80082623760336e-10,-11.802249490707059,3.980401563907776e-8,1.0575025927561073e-7,0.00001019310701929933,0.00019415747603002131,0.02759274070124329,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
LJP009_HCC515_24H_G23_D-4476_0.12uM,D-4476,Chemical,0.12 uM,lung,HCC515,lung cancer,24 h,5,2021-05-18,-7.8142955329128405,-3.9839002858541623,42.42336886001751,10.291738476246659,5.551115123125783e-15,-11.798195818767002,0.00006782421348217049,3.261115483116643e-11,0.0017000564849957629,3.8481162700776395e-9,1,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
DOSVAL001_A549_24H_D22_BRD-K56923419_10uM,BRD-K56923419,Chemical,10 uM,lung,A549,lung cancer,24 h,5,2021-05-08,-6.032423331907467,-5.731968012820978,38.665193894754424,18.967337120103096,1.6211056941273227e-9,-11.764391344728445,9.95653715030187e-9,3.875057593997593e-7,0.0000039305358204137305,0.001123774783754472,0.0069020209006465105,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
CPC015_MCF7_24H_L12_salmeterol_10uM,salmeterol,Chemical,10 uM,breast,MCF7,breast adenocarcinoma,24 h,5,2021-05-15,-7.218073514808053,-4.527911925869152,40.29376995474074,12.723148772177225,5.311306949806749e-13,-11.745985440677204,0.000005962613414123297,9.790750998033082e-10,0.0003158380880164653,3.6818776472102854e-7,1,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
PBIOA014_A375_24H_A22_GANT-58_0.37uM,GANT-58,Chemical,0.37 uM,skin of body,A375,melanoma,24 h,5,2021-05-20,-6.5802425557546185,-5.149990508579984,38.935243850117836,15.85180916381021,4.7210679809950307e-11,-11.730233064334602,2.609745697323973e-7,2.7272323528733276e-8,0.000036973530831196355,0.0000327271514044547,0.1809114863570438,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
DOSVAL001_A375_24H_E03_BRD-K82153723_2.5uM,BRD-K82153723,Chemical,2.5 uM,skin of body,A375,melanoma,24 h,5,2021-05-08,-6.187645145059497,-5.532164608716328,38.47899193896653,17.940617738943644,6.13175954455869e-10,-11.719809753775824,3.171034856919164e-8,1.8651284303120897e-7,0.00000871267906595013,0.00042506276926812525,0.02198208928339218,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
REP.B005_HELA_3H_E03_pelitinib_0.25uM,pelitinib,Chemical,0.25 uM,uterine cervix,HELA,cervical adenocarcinoma,3 h,5,2021-05-21,-4.4737387616954845,-7.244957426394575,40.23710442430712,12.468317799247265,0.000007693223547766692,-11.71869618809006,4.3565151486291143e-13,0.00021718826966667023,6.425535422887088e-9,1,3.0200016487569314e-7,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
CPC011_HT29_6H_F08_linezolid_10uM,linezolid,Chemical,10 uM,intestine,HT29,colon adenocarcinoma,6 h,5,2021-05-11,-7.719809131270114,-3.993289378625,41.711518640979946,10.331304345794344,1.176836406102666e-14,-11.713098509895113,0.00006519308418662106,5.4751721426608025e-11,0.0016532951839922634,8.158006492564596e-9,1,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
LJP005_HCC515_24H_N05_alpelisib_0.12uM,alpelisib,Chemical,0.12 uM,lung,HCC515,lung cancer,24 h,5,2021-05-17,-5.271266200337393,-6.43117755390159,38.59748668491209,16.504578376472477,1.3576127444459019e-7,-11.702443754238983,1.272180139011425e-10,0.000010638904800373793,1.9907321784758579e-7,0.09411175186410659,0.00008818943550648051,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
REP.B009_JURKAT_24H_D17_BVD-523_0.03uM,BVD-523,Chemical,0.03 uM,blood,JURKAT,leukemia,24 h,5,2021-05-21,-6.831997111907505,-4.8588116346432555,39.14778590196775,14.340981097168736,8.423928221645838e-12,-11.690808746550761,0.000001182545735778362,7.583887535283401e-9,0.00010332221354015593,0.0000058395934021682194,0.8197584422275972,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
LJP005_HCC515_24H_F20_GSK-690693_3.33uM,GSK-690693,Chemical,3.33 uM,lung,HCC515,lung cancer,24 h,5,2021-05-17,-7.568816423591553,-4.113943608156793,41.05606442785962,10.847221774829414,3.7969627442180354e-14,-11.682760031748346,0.000038917186395925896,1.277724043074323e-10,0.0011595451460264664,2.6321115287331054e-8,1,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
CPC008_A375_24H_A16_BRD-K88622704_10uM,BRD-K88622704,Chemical,10 uM,skin of body,A375,melanoma,24 h,5,2021-05-10,-7.518640133490202,-4.146410564467167,40.81347524007443,10.988421968999722,5.573319583618286e-14,-11.66505069795737,0.00003379239468581652,1.701986226941828e-10,0.0010514091060201212,3.86350873515795e-8,1,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
ERG015_VCAP_24H_G11_BRD-K62854197_10uM,BRD-K62854197,Chemical,10 uM,prostate gland,VCAP,prostate adenocarcinoma,24 h,5,2021-05-10,-6.499207437972666,-5.153529699312917,38.41253357307782,15.87054333067853,8.114198202235912e-11,-11.652737137285584,2.560961334108214e-7,4.114765111018996e-8,0.000036476203230405284,0.000056248839067629675,0.17752968112238254,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
CPC016_ASC_24H_E12_L-741626_10uM,L-741626,Chemical,10 uM,adipose tissue,ASC,24 h,5,2021-05-15,-7.475830672278121,-4.156004403809332,40.52864239720238,11.030338666035107,7.72715225139109e-14,-11.631835076087453,0.000032405205390828584,2.1686549991692608e-10,0.0010220562561992464,5.356577847948074e-8,1,,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
REP.A008_MCF7_24H_P14_mefloquine_3.33uM,mefloquine,Chemical,3.33 uM,breast,MCF7,breast adenocarcinoma,24 h,5,2021-05-21,-5.040793594309059,-6.584357238764136,38.386656851732795,15.275636543943577,4.643681137395106e-7,-11.625150833073196,4.5922377012175275e-11,0.000026714269042816168,1.0780133719623986e-7,0.32190694196593483,0.00003183408058049508,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
CPC001_PC3_24H_M18_PHTPP_10uM,PHTPP,Chemical,10 uM,prostate gland,PC3,prostate adenocarcinoma,24 h,5,2021-05-08,-6.986755087685025,-4.636222862100965,39.13824160501572,13.241099578281839,2.8312907573990742e-12,-11.62297794978599,0.0000035521653070080816,3.2839824248842576e-9,0.0002211418296630092,0.0000019626932223903992,1,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
REP.A010_HELA_24H_J08_desoxypeganine_3.33uM,desoxypeganine,Chemical,3.33 uM,uterine cervix,HELA,cervical adenocarcinoma,24 h,5,2021-05-21,-6.154603553263556,-5.466148464218568,37.89585130119034,17.569293172217076,7.556464343139169e-10,-11.620752017482124,4.610226422840924e-8,2.1789743883649e-7,0.000011288601915885064,0.0005238254429629219,0.03195878109709671,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
REP.B006_HA1E_24H_L15_dalfampridine_0.25uM,dalfampridine,Chemical,0.25 uM,kidney,HA1E,24 h,5,2021-05-21,-4.763282421595174,-6.78641285515338,38.353221027220606,13.863091411022575,0.0000019070551855460138,-11.549695276748555,1.156230666765623e-11,0.00007686489100809814,4.5193315170066876e-8,1,0.000008015164416619314,,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
CPC016_HT29_6H_C10_indolophenanthridine_10uM,indolophenanthridine,Chemical,10 uM,intestine,HT29,colon adenocarcinoma,6 h,5,2021-05-15,-6.579669580174342,-4.966069588508247,37.967445915175524,14.88797680591302,4.739297843059376e-11,-11.545739168682589,6.842798383477344e-7,2.7309662130310936e-8,0.00007136347948551599,0.00003285352354276405,0.4743530481402247,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
DOS057_A549_24H_F14_BRD-K70727050_4uM,BRD-K70727050,Chemical,4 uM,lung,A549,lung cancer,24 h,5,2021-05-08,-4.570326073799226,-6.970772517877961,38.7081040481186,12.924632504521187,0.000004874534356380522,-11.541098591677187,3.1721292259589973e-12,0.0001544943459152489,2.017401432452446e-8,1,0.0000021989675613731663,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
REP.B023_HA1E_24H_O23_levamisole_0.03uM,levamisole,Chemical,0.03 uM,kidney,HA1E,24 h,5,2021-05-22,-5.426679005349514,-6.1029688000649225,37.34978388895317,17.345836466941343,5.754557275139405e-8,-11.529647805414436,1.0451606247130485e-9,0.000005588603840691738,8.444300961077574e-7,0.039891454214857625,0.0007245210224604559,,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
REP.B011_MDAMB231_24H_G06_dronedarone_0.01uM,dronedarone,Chemical,0.01 uM,breast,MDAMB231,breast adenocarcinoma,24 h,5,2021-05-21,-7.668459605456769,-3.847071077187561,40.705714084875616,9.724655728638734,1.7541523789077473e-14,-11.515530682644329,0.00011958196187977777,7.325329767135747e-11,0.0025149725343433195,1.216004741344534e-8,1,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
REP.A009_YAPC_24H_J19_pravastatin_10uM,pravastatin,Chemical,10 uM,pancreas,YAPC,pancreatic carcinoma,24 h,5,2021-05-21,-7.082851277862815,-4.4309497995908735,38.855014106962685,12.269029656510416,1.4217516053349755e-12,-11.513801077453689,0.00000938983696641138,2.019630203057961e-9,0.00043342494557669893,9.85579539092285e-7,1,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
REP.A022_JURKAT_24H_E02_PF-03814735_3.33uM,PF-03814735,Chemical,3.33 uM,blood,JURKAT,leukemia,24 h,5,2021-05-23,-6.390151085860053,-5.10093907999215,37.4146689192666,15.59121686351446,1.6648638023752937e-10,-11.491090165852203,3.38561082946498e-7,7.058767955740607e-8,0.000044057747534213744,0.00011541085607635893,0.23469562111475661,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
REP.A008_PC3_24H_M24_elacridar_0.04uM,elacridar,Chemical,0.04 uM,prostate gland,PC3,prostate adenocarcinoma,24 h,5,2021-05-21,-5.0653769751580615,-6.42442091704781,37.452015400048225,15.404135263443164,4.0827952885180707e-7,-11.489797892205871,1.3299605861050168e-10,0.000024223339061366435,2.0579210439660473e-7,0.28302549359300544,0.00009219486276967892,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
REP.B001_PC3_24H_L06_dutasteride_0.01uM,dutasteride,Chemical,0.01 uM,prostate gland,PC3,prostate adenocarcinoma,24 h,5,2021-05-21,-5.750137362691279,-5.721116444540664,36.89342875409221,18.44305603162625,8.9438096928518e-9,-11.471253807231943,1.0613653955715563e-8,0.0000013728926120970462,0.0000041057723922496455,0.006199983036230261,0.007357544126911364,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
LJP009_HT29_24H_O09_KIN001-127_1.11uM,KIN001-127,Chemical,1.11 uM,intestine,HT29,colon adenocarcinoma,24 h,5,2021-05-18,-6.638822487700023,-4.809935703116558,37.574144089346056,14.095362958576414,3.178879381948718e-11,-11.44875819081658,0.0000015117588170188156,2.041539699536042e-8,0.0001226417657506961,0.000022036468707575807,1,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
REP.A006_HELA_24H_J05_moracizine_0.125uM,moracizine,Chemical,0.125 uM,uterine cervix,HELA,cervical adenocarcinoma,24 h,5,2021-05-21,-4.816078028634931,-6.615449468095602,37.44667333600254,14.126097526407284,0.0000014659959068907824,-11.431527496730533,3.723776842434745e-11,0.00006296080494364003,9.668082261529595e-8,1,0.000025813779638284018,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
REP.B008_PC3_24H_N21_armodafinil_0.25uM,armodafinil,Chemical,0.25 uM,prostate gland,PC3,prostate adenocarcinoma,24 h,5,2021-05-21,-5.263953940551008,-6.163690783218377,36.83336009893422,16.46066946480797,1.4127461511748152e-7,-11.427644723769385,7.135276813841074e-10,0.00001097542108244592,6.542699625009048e-7,0.09793368231866495,0.000494628091650684,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
REP.B012_HELA_24H_M19_roflumilast_2.22uM,roflumilast,Chemical,2.22 uM,uterine cervix,HELA,cervical adenocarcinoma,24 h,5,2021-05-22,-5.46594147487417,-5.95999719425852,36.685804725134204,17.53099492091857,4.6156082289527944e-8,-11.425938669132691,2.5312119067422145e-9,0.00000473665264016804,0.000001545968336504233,0.031996088584335114,0.0017546740619323042,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
CPC016_NEU_24H_I18_IAA-94_10uM,IAA-94,Chemical,10 uM,central nervous system,NEU,24 h,5,2021-05-15,-7.374113864503333,-4.044359023415912,39.27708449402956,10.547983934059744,1.667554982986985e-13,-11.418472887919245,0.00005249268367357729,3.9453041895266996e-10,0.0014236586742088764,1.1559741275313229e-7,1,,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
CPC006_A673_6H_H09_JZL-184_12uM,JZL-184,Chemical,12 uM,muscle organ,A673,ewing's sarcoma,6 h,5,2021-05-08,-7.367238157540016,-4.044212775864964,39.22456812615241,10.547359882019002,1.7563728249569976e-13,-11.41145093340498,0.00005252545205469694,4.1133242832856927e-10,0.001424101660125811,1.217543987852565e-7,1,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
REP.A006_MCF7_24H_C10_CNQX_0.37uM,CNQX,Chemical,0.37 uM,breast,MCF7,breast adenocarcinoma,24 h,5,2021-05-21,-6.042873315109652,-5.3617862118623405,36.61431857548806,16.984361899132892,1.519519843284911e-9,-11.404659526971994,8.258422701246104e-8,3.6933869150166533e-7,0.000016862628844902263,0.0010533539481627496,0.05724862492844318,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
