gene_symbol,coefficient
CLCN5,0.188924719930696
ARHGEF5,0.128453601923707
TRIM32,0.0932947648977905
ITGB2,0.0918906682631021
SAT1,0.0836005384680431
ACOX2,0.036651346126317
