planned_combination_id,algorithm,package,package_available,package_note,feature_strategy,planned_gene_count,planned_genes,feature_set_available
M071,CoxBoost,CoxBoost,TRUE,primary package available,FS08_unicox_top10,10,CLCN5;ITGB2;MYO7A;KCNE1;BCL2L11;ARHGEF5;THBS1;TRIM32;PMM1;VDR,TRUE
M072,Elastic Net-Cox,glmnet,TRUE,primary package available,FS08_unicox_top10,10,CLCN5;ITGB2;MYO7A;KCNE1;BCL2L11;ARHGEF5;THBS1;TRIM32;PMM1;VDR,TRUE
M073,GBM-Cox,gbm,TRUE,primary package available,FS08_unicox_top10,10,CLCN5;ITGB2;MYO7A;KCNE1;BCL2L11;ARHGEF5;THBS1;TRIM32;PMM1;VDR,TRUE
M074,LASSO-Cox,glmnet,TRUE,primary package available,FS08_unicox_top10,10,CLCN5;ITGB2;MYO7A;KCNE1;BCL2L11;ARHGEF5;THBS1;TRIM32;PMM1;VDR,TRUE
M075,Random Survival Forest,randomForestSRC_or_ranger,TRUE,randomForestSRC used,FS08_unicox_top10,10,CLCN5;ITGB2;MYO7A;KCNE1;BCL2L11;ARHGEF5;THBS1;TRIM32;PMM1;VDR,TRUE
M076,Ridge-Cox,glmnet,TRUE,primary package available,FS08_unicox_top10,10,CLCN5;ITGB2;MYO7A;KCNE1;BCL2L11;ARHGEF5;THBS1;TRIM32;PMM1;VDR,TRUE
M077,Stepwise Cox,MASS,TRUE,primary package available,FS08_unicox_top10,10,CLCN5;ITGB2;MYO7A;KCNE1;BCL2L11;ARHGEF5;THBS1;TRIM32;PMM1;VDR,TRUE
M078,SuperPC,superpc,TRUE,primary package available,FS08_unicox_top10,10,CLCN5;ITGB2;MYO7A;KCNE1;BCL2L11;ARHGEF5;THBS1;TRIM32;PMM1;VDR,TRUE
M079,Survival-SVM,survivalsvm,TRUE,primary package available,FS08_unicox_top10,10,CLCN5;ITGB2;MYO7A;KCNE1;BCL2L11;ARHGEF5;THBS1;TRIM32;PMM1;VDR,TRUE
M080,plsRcox,plsRcox,FALSE,package unavailable: plsRcox,FS08_unicox_top10,10,CLCN5;ITGB2;MYO7A;KCNE1;BCL2L11;ARHGEF5;THBS1;TRIM32;PMM1;VDR,TRUE
M081,CoxBoost,CoxBoost,TRUE,primary package available,FS09_absHR_top20,20,CLCN5;BCL2L11;ITGB2;PMM1;KCNE1;MYO7A;TRIM32;SEL1L3;THBS1;ARHGEF5;HOXB5;SAT1;VDR;FGR;SLC8A1;FTH1;HOXB6;NEDD9;MYOF;ITGAM,TRUE
M082,Elastic Net-Cox,glmnet,TRUE,primary package available,FS09_absHR_top20,20,CLCN5;BCL2L11;ITGB2;PMM1;KCNE1;MYO7A;TRIM32;SEL1L3;THBS1;ARHGEF5;HOXB5;SAT1;VDR;FGR;SLC8A1;FTH1;HOXB6;NEDD9;MYOF;ITGAM,TRUE
M083,GBM-Cox,gbm,TRUE,primary package available,FS09_absHR_top20,20,CLCN5;BCL2L11;ITGB2;PMM1;KCNE1;MYO7A;TRIM32;SEL1L3;THBS1;ARHGEF5;HOXB5;SAT1;VDR;FGR;SLC8A1;FTH1;HOXB6;NEDD9;MYOF;ITGAM,TRUE
M084,LASSO-Cox,glmnet,TRUE,primary package available,FS09_absHR_top20,20,CLCN5;BCL2L11;ITGB2;PMM1;KCNE1;MYO7A;TRIM32;SEL1L3;THBS1;ARHGEF5;HOXB5;SAT1;VDR;FGR;SLC8A1;FTH1;HOXB6;NEDD9;MYOF;ITGAM,TRUE
M085,Random Survival Forest,randomForestSRC_or_ranger,TRUE,randomForestSRC used,FS09_absHR_top20,20,CLCN5;BCL2L11;ITGB2;PMM1;KCNE1;MYO7A;TRIM32;SEL1L3;THBS1;ARHGEF5;HOXB5;SAT1;VDR;FGR;SLC8A1;FTH1;HOXB6;NEDD9;MYOF;ITGAM,TRUE
M086,Ridge-Cox,glmnet,TRUE,primary package available,FS09_absHR_top20,20,CLCN5;BCL2L11;ITGB2;PMM1;KCNE1;MYO7A;TRIM32;SEL1L3;THBS1;ARHGEF5;HOXB5;SAT1;VDR;FGR;SLC8A1;FTH1;HOXB6;NEDD9;MYOF;ITGAM,TRUE
M087,Stepwise Cox,MASS,TRUE,primary package available,FS09_absHR_top20,20,CLCN5;BCL2L11;ITGB2;PMM1;KCNE1;MYO7A;TRIM32;SEL1L3;THBS1;ARHGEF5;HOXB5;SAT1;VDR;FGR;SLC8A1;FTH1;HOXB6;NEDD9;MYOF;ITGAM,TRUE
M088,SuperPC,superpc,TRUE,primary package available,FS09_absHR_top20,20,CLCN5;BCL2L11;ITGB2;PMM1;KCNE1;MYO7A;TRIM32;SEL1L3;THBS1;ARHGEF5;HOXB5;SAT1;VDR;FGR;SLC8A1;FTH1;HOXB6;NEDD9;MYOF;ITGAM,TRUE
M089,Survival-SVM,survivalsvm,TRUE,primary package available,FS09_absHR_top20,20,CLCN5;BCL2L11;ITGB2;PMM1;KCNE1;MYO7A;TRIM32;SEL1L3;THBS1;ARHGEF5;HOXB5;SAT1;VDR;FGR;SLC8A1;FTH1;HOXB6;NEDD9;MYOF;ITGAM,TRUE
M090,plsRcox,plsRcox,FALSE,package unavailable: plsRcox,FS09_absHR_top20,20,CLCN5;BCL2L11;ITGB2;PMM1;KCNE1;MYO7A;TRIM32;SEL1L3;THBS1;ARHGEF5;HOXB5;SAT1;VDR;FGR;SLC8A1;FTH1;HOXB6;NEDD9;MYOF;ITGAM,TRUE
M091,CoxBoost,CoxBoost,TRUE,primary package available,FS10_WGCNA_MM_top20,20,FGR;ITGAM;KIAA0513;SLC8A1;MYOF;VDR;ITGB2;KCNQ1;KCNE1;MYO7A;CTSD;PRKCD;NINJ1;HOXB6;PMM1;HOXB5;SAT1;EPB41L3;NEDD9;FTH1,TRUE
M092,Elastic Net-Cox,glmnet,TRUE,primary package available,FS10_WGCNA_MM_top20,20,FGR;ITGAM;KIAA0513;SLC8A1;MYOF;VDR;ITGB2;KCNQ1;KCNE1;MYO7A;CTSD;PRKCD;NINJ1;HOXB6;PMM1;HOXB5;SAT1;EPB41L3;NEDD9;FTH1,TRUE
M093,GBM-Cox,gbm,TRUE,primary package available,FS10_WGCNA_MM_top20,20,FGR;ITGAM;KIAA0513;SLC8A1;MYOF;VDR;ITGB2;KCNQ1;KCNE1;MYO7A;CTSD;PRKCD;NINJ1;HOXB6;PMM1;HOXB5;SAT1;EPB41L3;NEDD9;FTH1,TRUE
M094,LASSO-Cox,glmnet,TRUE,primary package available,FS10_WGCNA_MM_top20,20,FGR;ITGAM;KIAA0513;SLC8A1;MYOF;VDR;ITGB2;KCNQ1;KCNE1;MYO7A;CTSD;PRKCD;NINJ1;HOXB6;PMM1;HOXB5;SAT1;EPB41L3;NEDD9;FTH1,TRUE
M095,Random Survival Forest,randomForestSRC_or_ranger,TRUE,randomForestSRC used,FS10_WGCNA_MM_top20,20,FGR;ITGAM;KIAA0513;SLC8A1;MYOF;VDR;ITGB2;KCNQ1;KCNE1;MYO7A;CTSD;PRKCD;NINJ1;HOXB6;PMM1;HOXB5;SAT1;EPB41L3;NEDD9;FTH1,TRUE
M096,Ridge-Cox,glmnet,TRUE,primary package available,FS10_WGCNA_MM_top20,20,FGR;ITGAM;KIAA0513;SLC8A1;MYOF;VDR;ITGB2;KCNQ1;KCNE1;MYO7A;CTSD;PRKCD;NINJ1;HOXB6;PMM1;HOXB5;SAT1;EPB41L3;NEDD9;FTH1,TRUE
M097,Stepwise Cox,MASS,TRUE,primary package available,FS10_WGCNA_MM_top20,20,FGR;ITGAM;KIAA0513;SLC8A1;MYOF;VDR;ITGB2;KCNQ1;KCNE1;MYO7A;CTSD;PRKCD;NINJ1;HOXB6;PMM1;HOXB5;SAT1;EPB41L3;NEDD9;FTH1,TRUE
M098,SuperPC,superpc,TRUE,primary package available,FS10_WGCNA_MM_top20,20,FGR;ITGAM;KIAA0513;SLC8A1;MYOF;VDR;ITGB2;KCNQ1;KCNE1;MYO7A;CTSD;PRKCD;NINJ1;HOXB6;PMM1;HOXB5;SAT1;EPB41L3;NEDD9;FTH1,TRUE
M099,Survival-SVM,survivalsvm,TRUE,primary package available,FS10_WGCNA_MM_top20,20,FGR;ITGAM;KIAA0513;SLC8A1;MYOF;VDR;ITGB2;KCNQ1;KCNE1;MYO7A;CTSD;PRKCD;NINJ1;HOXB6;PMM1;HOXB5;SAT1;EPB41L3;NEDD9;FTH1,TRUE
M100,plsRcox,plsRcox,FALSE,package unavailable: plsRcox,FS10_WGCNA_MM_top20,20,FGR;ITGAM;KIAA0513;SLC8A1;MYOF;VDR;ITGB2;KCNQ1;KCNE1;MYO7A;CTSD;PRKCD;NINJ1;HOXB6;PMM1;HOXB5;SAT1;EPB41L3;NEDD9;FTH1,TRUE
M101,CoxBoost,CoxBoost,TRUE,primary package available,FS11_DEG_logFC_top20,20,MYO7A;MYOF;HOXB7;HOXB6;THBS1;EPB41L3;AIM2;KCNE1;HOXB5;SLC8A1;KCNQ1;ACOX2;TRIM32;ITGAM;CLCN5;FGR;PI4K2A;SEL1L3;VDR;CCL22,TRUE
M102,Elastic Net-Cox,glmnet,TRUE,primary package available,FS11_DEG_logFC_top20,20,MYO7A;MYOF;HOXB7;HOXB6;THBS1;EPB41L3;AIM2;KCNE1;HOXB5;SLC8A1;KCNQ1;ACOX2;TRIM32;ITGAM;CLCN5;FGR;PI4K2A;SEL1L3;VDR;CCL22,TRUE
M103,GBM-Cox,gbm,TRUE,primary package available,FS11_DEG_logFC_top20,20,MYO7A;MYOF;HOXB7;HOXB6;THBS1;EPB41L3;AIM2;KCNE1;HOXB5;SLC8A1;KCNQ1;ACOX2;TRIM32;ITGAM;CLCN5;FGR;PI4K2A;SEL1L3;VDR;CCL22,TRUE
M104,LASSO-Cox,glmnet,TRUE,primary package available,FS11_DEG_logFC_top20,20,MYO7A;MYOF;HOXB7;HOXB6;THBS1;EPB41L3;AIM2;KCNE1;HOXB5;SLC8A1;KCNQ1;ACOX2;TRIM32;ITGAM;CLCN5;FGR;PI4K2A;SEL1L3;VDR;CCL22,TRUE
M105,Random Survival Forest,randomForestSRC_or_ranger,TRUE,randomForestSRC used,FS11_DEG_logFC_top20,20,MYO7A;MYOF;HOXB7;HOXB6;THBS1;EPB41L3;AIM2;KCNE1;HOXB5;SLC8A1;KCNQ1;ACOX2;TRIM32;ITGAM;CLCN5;FGR;PI4K2A;SEL1L3;VDR;CCL22,TRUE
M106,Ridge-Cox,glmnet,TRUE,primary package available,FS11_DEG_logFC_top20,20,MYO7A;MYOF;HOXB7;HOXB6;THBS1;EPB41L3;AIM2;KCNE1;HOXB5;SLC8A1;KCNQ1;ACOX2;TRIM32;ITGAM;CLCN5;FGR;PI4K2A;SEL1L3;VDR;CCL22,TRUE
M107,Stepwise Cox,MASS,TRUE,primary package available,FS11_DEG_logFC_top20,20,MYO7A;MYOF;HOXB7;HOXB6;THBS1;EPB41L3;AIM2;KCNE1;HOXB5;SLC8A1;KCNQ1;ACOX2;TRIM32;ITGAM;CLCN5;FGR;PI4K2A;SEL1L3;VDR;CCL22,TRUE
M108,SuperPC,superpc,TRUE,primary package available,FS11_DEG_logFC_top20,20,MYO7A;MYOF;HOXB7;HOXB6;THBS1;EPB41L3;AIM2;KCNE1;HOXB5;SLC8A1;KCNQ1;ACOX2;TRIM32;ITGAM;CLCN5;FGR;PI4K2A;SEL1L3;VDR;CCL22,TRUE
M109,Survival-SVM,survivalsvm,TRUE,primary package available,FS11_DEG_logFC_top20,20,MYO7A;MYOF;HOXB7;HOXB6;THBS1;EPB41L3;AIM2;KCNE1;HOXB5;SLC8A1;KCNQ1;ACOX2;TRIM32;ITGAM;CLCN5;FGR;PI4K2A;SEL1L3;VDR;CCL22,TRUE
M110,plsRcox,plsRcox,FALSE,package unavailable: plsRcox,FS11_DEG_logFC_top20,20,MYO7A;MYOF;HOXB7;HOXB6;THBS1;EPB41L3;AIM2;KCNE1;HOXB5;SLC8A1;KCNQ1;ACOX2;TRIM32;ITGAM;CLCN5;FGR;PI4K2A;SEL1L3;VDR;CCL22,TRUE
M111,CoxBoost,CoxBoost,TRUE,primary package available,FS12_PPI_top20,0,"",FALSE
M112,Elastic Net-Cox,glmnet,TRUE,primary package available,FS12_PPI_top20,0,"",FALSE
M113,GBM-Cox,gbm,TRUE,primary package available,FS12_PPI_top20,0,"",FALSE
M114,LASSO-Cox,glmnet,TRUE,primary package available,FS12_PPI_top20,0,"",FALSE
M115,Random Survival Forest,randomForestSRC_or_ranger,TRUE,randomForestSRC used,FS12_PPI_top20,0,"",FALSE
M116,Ridge-Cox,glmnet,TRUE,primary package available,FS12_PPI_top20,0,"",FALSE
M117,Stepwise Cox,MASS,TRUE,primary package available,FS12_PPI_top20,0,"",FALSE
M118,SuperPC,superpc,TRUE,primary package available,FS12_PPI_top20,0,"",FALSE
M119,Survival-SVM,survivalsvm,TRUE,primary package available,FS12_PPI_top20,0,"",FALSE
M120,plsRcox,plsRcox,FALSE,package unavailable: plsRcox,FS12_PPI_top20,0,"",FALSE
M121,CoxBoost,CoxBoost,TRUE,primary package available,FS13_random_stability_top20,20,CLCN5;ITGB2;MYO7A;KCNE1;VDR;PMM1;BCL2L11;SLC8A1;FTH1;THBS1;SAT1;ARHGEF5;TRIM32;HOXB5;HOXB6;FGR;ITGAM;ACOX2;MYOF;SEL1L3,TRUE
M122,Elastic Net-Cox,glmnet,TRUE,primary package available,FS13_random_stability_top20,20,CLCN5;ITGB2;MYO7A;KCNE1;VDR;PMM1;BCL2L11;SLC8A1;FTH1;THBS1;SAT1;ARHGEF5;TRIM32;HOXB5;HOXB6;FGR;ITGAM;ACOX2;MYOF;SEL1L3,TRUE
M123,GBM-Cox,gbm,TRUE,primary package available,FS13_random_stability_top20,20,CLCN5;ITGB2;MYO7A;KCNE1;VDR;PMM1;BCL2L11;SLC8A1;FTH1;THBS1;SAT1;ARHGEF5;TRIM32;HOXB5;HOXB6;FGR;ITGAM;ACOX2;MYOF;SEL1L3,TRUE
M124,LASSO-Cox,glmnet,TRUE,primary package available,FS13_random_stability_top20,20,CLCN5;ITGB2;MYO7A;KCNE1;VDR;PMM1;BCL2L11;SLC8A1;FTH1;THBS1;SAT1;ARHGEF5;TRIM32;HOXB5;HOXB6;FGR;ITGAM;ACOX2;MYOF;SEL1L3,TRUE
M125,Random Survival Forest,randomForestSRC_or_ranger,TRUE,randomForestSRC used,FS13_random_stability_top20,20,CLCN5;ITGB2;MYO7A;KCNE1;VDR;PMM1;BCL2L11;SLC8A1;FTH1;THBS1;SAT1;ARHGEF5;TRIM32;HOXB5;HOXB6;FGR;ITGAM;ACOX2;MYOF;SEL1L3,TRUE
M126,Ridge-Cox,glmnet,TRUE,primary package available,FS13_random_stability_top20,20,CLCN5;ITGB2;MYO7A;KCNE1;VDR;PMM1;BCL2L11;SLC8A1;FTH1;THBS1;SAT1;ARHGEF5;TRIM32;HOXB5;HOXB6;FGR;ITGAM;ACOX2;MYOF;SEL1L3,TRUE
M127,Stepwise Cox,MASS,TRUE,primary package available,FS13_random_stability_top20,20,CLCN5;ITGB2;MYO7A;KCNE1;VDR;PMM1;BCL2L11;SLC8A1;FTH1;THBS1;SAT1;ARHGEF5;TRIM32;HOXB5;HOXB6;FGR;ITGAM;ACOX2;MYOF;SEL1L3,TRUE
M128,SuperPC,superpc,TRUE,primary package available,FS13_random_stability_top20,20,CLCN5;ITGB2;MYO7A;KCNE1;VDR;PMM1;BCL2L11;SLC8A1;FTH1;THBS1;SAT1;ARHGEF5;TRIM32;HOXB5;HOXB6;FGR;ITGAM;ACOX2;MYOF;SEL1L3,TRUE
M129,Survival-SVM,survivalsvm,TRUE,primary package available,FS13_random_stability_top20,20,CLCN5;ITGB2;MYO7A;KCNE1;VDR;PMM1;BCL2L11;SLC8A1;FTH1;THBS1;SAT1;ARHGEF5;TRIM32;HOXB5;HOXB6;FGR;ITGAM;ACOX2;MYOF;SEL1L3,TRUE
M130,plsRcox,plsRcox,FALSE,package unavailable: plsRcox,FS13_random_stability_top20,20,CLCN5;ITGB2;MYO7A;KCNE1;VDR;PMM1;BCL2L11;SLC8A1;FTH1;THBS1;SAT1;ARHGEF5;TRIM32;HOXB5;HOXB6;FGR;ITGAM;ACOX2;MYOF;SEL1L3,TRUE
M131,CoxBoost,CoxBoost,TRUE,primary package available,FS14_original_6gene,6,CLCN5;ARHGEF5;ITGB2;TRIM32;SAT1;ACOX2,TRUE
M132,Elastic Net-Cox,glmnet,TRUE,primary package available,FS14_original_6gene,6,CLCN5;ARHGEF5;ITGB2;TRIM32;SAT1;ACOX2,TRUE
M133,GBM-Cox,gbm,TRUE,primary package available,FS14_original_6gene,6,CLCN5;ARHGEF5;ITGB2;TRIM32;SAT1;ACOX2,TRUE
M134,LASSO-Cox,glmnet,TRUE,primary package available,FS14_original_6gene,6,CLCN5;ARHGEF5;ITGB2;TRIM32;SAT1;ACOX2,TRUE
M135,Random Survival Forest,randomForestSRC_or_ranger,TRUE,randomForestSRC used,FS14_original_6gene,6,CLCN5;ARHGEF5;ITGB2;TRIM32;SAT1;ACOX2,TRUE
M136,Ridge-Cox,glmnet,TRUE,primary package available,FS14_original_6gene,6,CLCN5;ARHGEF5;ITGB2;TRIM32;SAT1;ACOX2,TRUE
M137,Stepwise Cox,MASS,TRUE,primary package available,FS14_original_6gene,6,CLCN5;ARHGEF5;ITGB2;TRIM32;SAT1;ACOX2,TRUE
M138,SuperPC,superpc,TRUE,primary package available,FS14_original_6gene,6,CLCN5;ARHGEF5;ITGB2;TRIM32;SAT1;ACOX2,TRUE
M139,Survival-SVM,survivalsvm,TRUE,primary package available,FS14_original_6gene,6,CLCN5;ARHGEF5;ITGB2;TRIM32;SAT1;ACOX2,TRUE
M140,plsRcox,plsRcox,FALSE,package unavailable: plsRcox,FS14_original_6gene,6,CLCN5;ARHGEF5;ITGB2;TRIM32;SAT1;ACOX2,TRUE
M141,CoxBoost,CoxBoost,TRUE,primary package available,FS15_union_stable,15,CLCN5;ITGB2;MYO7A;KCNE1;BCL2L11;ARHGEF5;THBS1;TRIM32;PMM1;VDR;SAT1;HOXB5;SLC8A1;FTH1;SEL1L3,TRUE
M142,Elastic Net-Cox,glmnet,TRUE,primary package available,FS15_union_stable,15,CLCN5;ITGB2;MYO7A;KCNE1;BCL2L11;ARHGEF5;THBS1;TRIM32;PMM1;VDR;SAT1;HOXB5;SLC8A1;FTH1;SEL1L3,TRUE
M143,GBM-Cox,gbm,TRUE,primary package available,FS15_union_stable,15,CLCN5;ITGB2;MYO7A;KCNE1;BCL2L11;ARHGEF5;THBS1;TRIM32;PMM1;VDR;SAT1;HOXB5;SLC8A1;FTH1;SEL1L3,TRUE
M144,LASSO-Cox,glmnet,TRUE,primary package available,FS15_union_stable,15,CLCN5;ITGB2;MYO7A;KCNE1;BCL2L11;ARHGEF5;THBS1;TRIM32;PMM1;VDR;SAT1;HOXB5;SLC8A1;FTH1;SEL1L3,TRUE
M145,Random Survival Forest,randomForestSRC_or_ranger,TRUE,randomForestSRC used,FS15_union_stable,15,CLCN5;ITGB2;MYO7A;KCNE1;BCL2L11;ARHGEF5;THBS1;TRIM32;PMM1;VDR;SAT1;HOXB5;SLC8A1;FTH1;SEL1L3,TRUE
M146,Ridge-Cox,glmnet,TRUE,primary package available,FS15_union_stable,15,CLCN5;ITGB2;MYO7A;KCNE1;BCL2L11;ARHGEF5;THBS1;TRIM32;PMM1;VDR;SAT1;HOXB5;SLC8A1;FTH1;SEL1L3,TRUE
M147,Stepwise Cox,MASS,TRUE,primary package available,FS15_union_stable,15,CLCN5;ITGB2;MYO7A;KCNE1;BCL2L11;ARHGEF5;THBS1;TRIM32;PMM1;VDR;SAT1;HOXB5;SLC8A1;FTH1;SEL1L3,TRUE
M148,SuperPC,superpc,TRUE,primary package available,FS15_union_stable,15,CLCN5;ITGB2;MYO7A;KCNE1;BCL2L11;ARHGEF5;THBS1;TRIM32;PMM1;VDR;SAT1;HOXB5;SLC8A1;FTH1;SEL1L3,TRUE
M149,Survival-SVM,survivalsvm,TRUE,primary package available,FS15_union_stable,15,CLCN5;ITGB2;MYO7A;KCNE1;BCL2L11;ARHGEF5;THBS1;TRIM32;PMM1;VDR;SAT1;HOXB5;SLC8A1;FTH1;SEL1L3,TRUE
M150,plsRcox,plsRcox,FALSE,package unavailable: plsRcox,FS15_union_stable,15,CLCN5;ITGB2;MYO7A;KCNE1;BCL2L11;ARHGEF5;THBS1;TRIM32;PMM1;VDR;SAT1;HOXB5;SLC8A1;FTH1;SEL1L3,TRUE
