planned_combination_id,algorithm,feature_strategy,actual_genes,gene_count,converged,failure_reason,TCGA_C_index,TCGA_AUC_1year,TCGA_AUC_3year,TCGA_AUC_5year,TCGA_IBS,GSE37642_C_index,GSE37642_AUC_1year,GSE37642_AUC_3year,GSE37642_AUC_5year,GSE37642_HR,GSE37642_P_value,GSE12417_C_index,GSE12417_AUC_1year,GSE12417_AUC_3year,GSE12417_AUC_5year,GSE12417_HR,GSE12417_P_value,combined_GPL570_C_index,combined_GPL570_AUC_1year,combined_GPL570_AUC_3year,combined_GPL570_AUC_5year,combined_GPL570_HR,combined_GPL570_P_value,all_external_HR_direction_consistent,external_at_least_one_significant,combined_GPL570_significant
M012,Elastic Net-Cox,FS02_unicox_p005,CLCN5;ITGB2;ARHGEF5;TRIM32;SAT1;ACOX2,6,TRUE,"",0.665356748127226,0.751620473926692,0.716120586391631,0.834982596749064,0.226311145379966,0.593465978874969,0.620364136427834,0.666087890306035,0.603254694169685,2.63164937495297,0.00454992350673934,0.612170385395538,0.629365080038668,0.684492331559156,0.528832212799417,2.74338901692234,0.0256700790611369,0.602363413136894,0.623682229712588,0.672907154157802,0.603224904098647,2.68454235802095,0.000274754506324639,TRUE,TRUE,TRUE
M013,GBM-Cox,FS02_unicox_p005,CLCN5;ITGB2;MYO7A;KCNE1;BCL2L11;ARHGEF5;THBS1;TRIM32;PMM1;VDR;SAT1;HOXB5;SLC8A1;FTH1;SEL1L3;HOXB6;FGR;ACOX2;CTSD;ITGAM;MYOF;SLC16A3;CCL22;TNFSF12-TNFSF13;NEDD9;KIAA0513;PRKCD;PI4K2A;EPB41L3;HOXB7;AIM2;KCNQ1;NINJ1,33,TRUE,"",0.937369519832986,0.991962644806891,0.988140977697747,0.996418505856512,0.167099221842133,0.558830754114468,0.602901245676561,0.611452423950091,0.573646249693039,1.15284006777751,0.137577794992784,0.642596348884381,0.661183643781461,0.713758935462655,0.609804931398259,1.5124064251471,0.00552992600344379,0.588755882954778,0.620305636365684,0.641736062474011,0.588155538856128,1.25338489267773,0.00469929093241211,TRUE,TRUE,TRUE
M014,LASSO-Cox,FS02_unicox_p005,CLCN5;ITGB2;ARHGEF5;TRIM32,4,TRUE,"",0.649883335380081,0.738327461102254,0.700072175420642,0.805989668153573,0.22883559474637,0.594080078604765,0.628302943804938,0.70680166320553,0.643695489075233,6.25985223118248,0.00127240014822036,0.604056795131846,0.624849882409656,0.67746085205241,0.593006821473762,6.45271454880183,0.0223570237737711,0.601289134438306,0.627183768264156,0.699812724664982,0.65158308775439,6.34627994157505,7.33880169602961e-05,TRUE,TRUE,TRUE
M015,Random Survival Forest,FS02_unicox_p005,CLCN5;ITGB2;MYO7A;KCNE1;BCL2L11;ARHGEF5;THBS1;TRIM32;PMM1;VDR;SAT1;HOXB5;SLC8A1;FTH1;SEL1L3;HOXB6;FGR;ACOX2;CTSD;ITGAM;MYOF;SLC16A3;CCL22;TNFSF12-TNFSF13;NEDD9;KIAA0513;PRKCD;PI4K2A;EPB41L3;HOXB7;AIM2;KCNQ1;NINJ1,33,TRUE,"",0.862090138769495,0.966211901131338,0.936959994391707,0.955468757928127,0.175858553046447,0.563743551952837,0.582709649552654,0.628727070022147,0.577664477486816,1.01670825939559,0.0607690142891331,0.600811359026369,0.591016454160984,0.702808381889973,0.588178636223124,1.02379593938044,0.0408658614239802,0.582770615919787,0.591053202041104,0.654804488570103,0.567940592281269,1.01983923224241,0.00487839874047773,TRUE,TRUE,TRUE
M016,Ridge-Cox,FS02_unicox_p005,CLCN5;ITGB2;MYO7A;KCNE1;BCL2L11;ARHGEF5;THBS1;TRIM32;PMM1;VDR;SAT1;HOXB5;SLC8A1;FTH1;SEL1L3;HOXB6;FGR;ACOX2;CTSD;ITGAM;MYOF;SLC16A3;CCL22;TNFSF12-TNFSF13;NEDD9;KIAA0513;PRKCD;PI4K2A;EPB41L3;HOXB7;AIM2;KCNQ1;NINJ1,33,TRUE,"",0.639444922018912,0.718203899327832,0.696134301915015,0.815580788629132,0.236096172789125,0.56963890935888,0.584717311094352,0.585038756809616,0.552271931522917,2.36454470512667,0.094024302460161,0.567139959432049,0.543687507585447,0.636050114924449,0.529027144630367,2.03415366684106,0.266648310086631,0.569776959279722,0.568932422586636,0.60132521970615,0.552372059735662,2.2311268494822,0.0435554394704777,TRUE,FALSE,TRUE
M017,Stepwise Cox,FS02_unicox_p005,CLCN5;ITGB2;TRIM32;SAT1;HOXB5;FGR;ACOX2;HOXB7;NINJ1,9,TRUE,"",0.686233574849564,0.749624282515543,0.733909896523793,0.699795174074967,0.229695879896533,0.540039302382707,0.533615839654721,0.570907355628441,0.546530357241235,1.27475928949314,0.1686557594904,0.587829614604463,0.602147434782129,0.614856211433229,0.570684844921443,1.35298676915593,0.162660565864581,0.557039083282177,0.55406607931326,0.582479392598464,0.545999503175857,1.31403079834725,0.0455497339391096,TRUE,FALSE,TRUE
M018,SuperPC,FS02_unicox_p005,CLCN5;ITGB2;MYO7A;KCNE1;BCL2L11;ARHGEF5;THBS1;TRIM32;PMM1;VDR;SAT1;HOXB5;SLC8A1;FTH1;SEL1L3;HOXB6;FGR;ACOX2;CTSD;ITGAM;MYOF;SLC16A3;CCL22;TNFSF12-TNFSF13;NEDD9;KIAA0513;PRKCD;PI4K2A;EPB41L3;HOXB7;AIM2;KCNQ1;NINJ1,33,TRUE,"",0.612550657006017,0.677469297926836,0.660211193053107,0.758499952375985,0.24775524742507,0.570744288872513,0.583863939229544,0.576404875682079,0.554758605788665,1.24001080430942,0.199694364797418,0.568356997971602,0.563634156960831,0.636838124229436,0.531663268427692,1.17730624073691,0.443164270114787,0.570953550235318,0.575892716922225,0.594945162133319,0.553600651908796,1.21567212819864,0.135845600681723,TRUE,FALSE,FALSE
M019,Survival-SVM,FS02_unicox_p005,CLCN5;ITGB2;MYO7A;KCNE1;BCL2L11;ARHGEF5;THBS1;TRIM32;PMM1;VDR;SAT1;HOXB5;SLC8A1;FTH1;SEL1L3;HOXB6;FGR;ACOX2;CTSD;ITGAM;MYOF;SLC16A3;CCL22;TNFSF12-TNFSF13;NEDD9;KIAA0513;PRKCD;PI4K2A;EPB41L3;HOXB7;AIM2;KCNQ1;NINJ1,33,TRUE,"",0.364239223873265,0.284819889515352,0.310399892148501,0.196842987270686,0.352717993468181,0.430729550478998,0.417487767401209,0.411157768332665,0.440895507163784,0.999157616410335,0.084192143750611,0.438133874239351,0.460604476326191,0.365801475628383,0.379491181585797,0.999289073196242,0.241383747715885,0.431297319418866,0.433509116012379,0.396777131318393,0.441914562827103,0.999208281029051,0.0359702619620358,FALSE,FALSE,TRUE
M021,CoxBoost,FS03_unicox_p001,CLCN5;ITGB2;MYO7A;KCNE1;BCL2L11;ARHGEF5;THBS1;TRIM32;PMM1;VDR;SAT1;HOXB5;SLC8A1;FTH1;SEL1L3;HOXB6;FGR;ACOX2,18,TRUE,"",0.66461991894879,0.750836309313838,0.715935327346258,0.83638598884192,0.22642283165172,0.591623679685581,0.619711643693485,0.660290154929568,0.597991047026657,2.15048864630232,0.00537170507876361,0.612981744421907,0.629254746262019,0.683341159453143,0.534915654086678,2.23108779526943,0.0280519787730171,0.600317167996726,0.62201976500581,0.668044523256708,0.596667834513395,2.18850916140438,0.000349908502178203,TRUE,TRUE,TRUE
M022,Elastic Net-Cox,FS03_unicox_p001,CLCN5;ITGB2;ARHGEF5;TRIM32;SAT1;ACOX2,6,TRUE,"",0.665356748127226,0.75083914258419,0.714850450245174,0.831526218714705,0.226385477551265,0.593097519037092,0.619929906594849,0.663719935152736,0.600128729961777,2.42477135187057,0.00502858311372239,0.613387423935091,0.630053393060685,0.686566137651809,0.532437382830381,2.51110974058904,0.0275483724803748,0.601851851851852,0.623134895925534,0.671230153761668,0.59898460505809,2.46700510406949,0.000322716254187467,TRUE,TRUE,TRUE
M023,GBM-Cox,FS03_unicox_p001,CLCN5;ITGB2;MYO7A;KCNE1;BCL2L11;ARHGEF5;THBS1;TRIM32;PMM1;VDR;SAT1;HOXB5;SLC8A1;FTH1;SEL1L3;HOXB6;FGR;ACOX2,18,TRUE,"",0.911948913176962,0.974345608004857,0.975024920379193,0.994815236153174,0.171757298269132,0.556251535249325,0.566091238338934,0.612139583185799,0.605076131041121,1.15312517176945,0.120107954752788,0.699391480730223,0.734203385888989,0.780736950619883,0.749042907848744,1.58896011344819,7.41493039762088e-05,0.607734806629834,0.62556438015548,0.665423229625037,0.61708068967028,1.29949194906943,0.000323165788042075,TRUE,TRUE,TRUE
M024,LASSO-Cox,FS03_unicox_p001,CLCN5;ITGB2;ARHGEF5;TRIM32;SAT1;ACOX2,6,TRUE,"",0.662900650865774,0.749619208118072,0.716545785055651,0.829528206197958,0.226313532446444,0.59334315892901,0.624232772555479,0.677866906181547,0.613959957847159,3.19377918791266,0.00274705477848614,0.619066937119676,0.638072112458975,0.695841053434279,0.555370910509463,3.47047244619736,0.0193295598874472,0.60354000409249,0.627143163242613,0.683186955386432,0.616717414772413,3.3056364685496,0.000130751177397804,TRUE,TRUE,TRUE
M025,Random Survival Forest,FS03_unicox_p001,CLCN5;ITGB2;MYO7A;KCNE1;BCL2L11;ARHGEF5;THBS1;TRIM32;PMM1;VDR;SAT1;HOXB5;SLC8A1;FTH1;SEL1L3;HOXB6;FGR;ACOX2,18,TRUE,"",0.842441360677883,0.946647127200489,0.921048500813802,0.948727842502412,0.18042266331232,0.567059690493736,0.577676337218333,0.669938357410286,0.62388506632538,1.01726842267383,0.0278995934591159,0.627991886409736,0.624494268160303,0.760545869929118,0.607140536427584,1.02890740292255,0.00577195496285072,0.592643748721097,0.599971631713983,0.697944488950225,0.613100076974532,1.02196190284239,0.000451863904829677,TRUE,TRUE,TRUE
M026,Ridge-Cox,FS03_unicox_p001,CLCN5;ITGB2;MYO7A;KCNE1;BCL2L11;ARHGEF5;THBS1;TRIM32;PMM1;VDR;SAT1;HOXB5;SLC8A1;FTH1;SEL1L3;HOXB6;FGR;ACOX2,18,TRUE,"",0.650128945106226,0.726459228250005,0.706053236219196,0.84379811643118,0.231507237448825,0.569270449521002,0.588148218768452,0.594786037060314,0.562315916087106,2.48470784204792,0.0469714845306846,0.567951318458418,0.544329140932728,0.64166780395994,0.511459192373185,2.09685873394886,0.19211537036104,0.569981583793739,0.572333927702738,0.609487121207123,0.56141477257378,2.32439304544131,0.0171094913810988,TRUE,TRUE,TRUE
M027,Stepwise Cox,FS03_unicox_p001,CLCN5;ITGB2;ARHGEF5;SAT1;FGR;ACOX2,6,TRUE,"",0.68033894142208,0.75929098752861,0.715117250160327,0.779947782934799,0.232055081625075,0.551338737410956,0.54732762606277,0.629786508388935,0.583836429790084,1.34760212342948,0.100914375112845,0.57525354969574,0.560622893579678,0.683499686569685,0.572434308667618,1.37376436186469,0.21409385258895,0.56256394516063,0.554894089630596,0.646503179988975,0.581210665886158,1.36426399819775,0.0360893668792876,TRUE,FALSE,TRUE
M028,SuperPC,FS03_unicox_p001,CLCN5;ITGB2;MYO7A;KCNE1;BCL2L11;ARHGEF5;THBS1;TRIM32;PMM1;VDR;SAT1;HOXB5;SLC8A1;FTH1;SEL1L3;HOXB6;FGR;ACOX2,18,TRUE,"",0.633427483728356,0.696845230259939,0.687040791649855,0.795764651605111,0.241585251130234,0.574551707197249,0.59426293285134,0.594573375083922,0.570098572061844,1.40361234250589,0.0688976437488005,0.553752535496957,0.538027384843364,0.623502107655025,0.488297180131564,1.22963221013254,0.361706343264042,0.567884182525066,0.573067387547826,0.600997762124201,0.564277363176964,1.32915470417471,0.0458848253990667,TRUE,FALSE,TRUE
