module_color,gene_symbol,GS_PRFT,GS_PRFT_P,MM,MM_P,logFC,P.Value,adj.P.Val,module_cor_with_PRFT,module_P,module_FDR,selection_type
tan,RNASE2,0.493918981072321,5.00570464952678e-12,0.774614099188543,7.37371591276634e-36,1.2850665597434,1.4857384023086e-05,0.00046457707118035,0.426235973348544,5.00679688589554e-09,3.00407813153733e-08,FDR_significant
blue,CPVL,0.493094765201098,5.49657312362402e-12,0.512309747606455,5.80878645068745e-13,1.59084484095164,3.99534245373926e-06,0.000199701036260384,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
red,MT1X,0.490770809356659,7.14595575827716e-12,0.537343761622869,2.4951074614603e-14,1.18884295642877,2.95641640681763e-09,2.02413359547523e-06,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
blue,ACSL1,0.490448392808681,7.4097600205822e-12,0.646086309544801,8.10032030647743e-22,0.995938305265993,3.46161106796802e-07,4.23012236657634e-05,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
magenta,SPR,0.489942324522264,7.84300796346854e-12,0.547367697262851,6.56650038686575e-15,1.35969006950014,1.08774780187325e-09,1.13754247902567e-06,0.414517419373002,1.43006744926059e-08,6.43530352167264e-08,FDR_significant
red,PSTPIP1,0.488213622870456,9.5165293188158e-12,0.754105422523863,4.80051776940406e-33,0.83729747393747,3.41168063943027e-06,0.000185418300226364,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
tan,CLTCL1,0.485546408525106,1.27984356555691e-11,0.767132709617056,8.46228979328911e-35,2.40108503074046,6.38311777099436e-10,8.01038726141318e-07,0.426235973348544,5.00679688589554e-09,3.00407813153733e-08,FDR_significant
red,FAM50A,0.482801234617401,1.73157406225699e-11,0.799093545986608,1.24128773062988e-39,0.536791165463795,2.26327080327005e-06,0.00014248765752761,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
blue,S100A6,0.479567324436495,2.46382351750945e-11,0.794404054048439,7.18182033823807e-39,1.01877576851111,3.68179574357095e-07,4.30815609031275e-05,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
red,RINL,0.478967522578529,2.62931377791129e-11,0.61338025479473,2.93281757837771e-19,0.631525527933725,2.3681170531268e-08,7.57258811251252e-06,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
red,C5orf32,0.478431281518947,2.78635906663887e-11,0.551433397542955,3.77251790258179e-15,1.10947417802729,1.55373489603099e-07,2.33750394466792e-05,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
blue,C1orf162,0.474641388206622,4.18659160266067e-11,0.726096161456748,1.27434003784476e-29,0.981154584335751,1.65672263373733e-06,0.000115577766600838,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,CTSH,0.471442259285084,5.8808993186657e-11,0.78553902649842,1.75651369383153e-37,1.53149851643948,2.50787230903837e-09,1.81569955174378e-06,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,MPP7,0.471419181240893,5.8952584806974e-11,0.503950057563311,1.57112349244107e-12,1.25332354985299,2.90534657523486e-07,3.67048616994772e-05,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
red,C11orf75,0.471181564045012,6.04509439763041e-11,0.734469193099113,1.34055446168148e-30,0.978681114675234,1.36110917536728e-07,2.11748091876972e-05,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
tan,SERPINB10,0.467816727909503,8.60722417031571e-11,0.643943701872021,1.21804714462258e-21,1.8969361267041,5.99920627574164e-07,5.76168668033473e-05,0.426235973348544,5.00679688589554e-09,3.00407813153733e-08,FDR_significant
red,SEPX1,0.467655820861823,8.75305915146692e-11,0.718056399314536,1.02539611585709e-28,0.731436554397234,1.38416038680709e-06,0.000103806514427317,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
red,C1orf161,0.467187437800648,9.19132924625924e-11,0.434721015358653,2.2829964930526e-09,1.22485044105855,3.8140988238519e-07,4.3250961602523e-05,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
magenta,PTGFR,0.464388161072912,1.22891612009917e-10,0.551368931338508,3.80604046058851e-15,2.11386176156108,5.36577930202117e-08,1.24495243272235e-05,0.414517419373002,1.43006744926059e-08,6.43530352167264e-08,FDR_significant
blue,CTSL1,0.463067079095449,1.40818241040839e-10,0.727564353765358,8.63822340295415e-30,1.69189092488641,8.79567857149841e-08,1.62323385715575e-05,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
magenta,SLC40A1,0.463009207711117,1.41658842910318e-10,0.601107788358308,2.25233512815561e-18,1.1991875434376,9.15521986581837e-06,0.000339916881171923,0.414517419373002,1.43006744926059e-08,6.43530352167264e-08,FDR_significant
tan,ELOVL3,0.462946771218322,1.42571204695504e-10,0.543568317347164,1.09483383119555e-14,1.68746399358461,1.84402082563324e-09,1.58965328015458e-06,0.426235973348544,5.00679688589554e-09,3.00407813153733e-08,FDR_significant
tan,PPARG,0.462626743438538,1.47337728584241e-10,0.637938374475422,3.7565394714555e-21,2.28438434910453,4.33662988013008e-08,1.10314487653471e-05,0.426235973348544,5.00679688589554e-09,3.00407813153733e-08,FDR_significant
red,JOSD2,0.462186073545828,1.54154410381969e-10,0.853771955199945,2.40698501792414e-50,0.823382558139543,2.86509982721447e-07,3.66888701683573e-05,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
blue,BCL2L11,0.461713904663751,1.61797167296254e-10,0.597377811754442,4.11388514397411e-18,0.738014287623651,8.01856800749706e-06,0.000309390735169603,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,MYO7A,0.461081693492427,1.72607133416418e-10,0.755048863248043,3.6139350883051e-33,2.00952591553062,1.55560738587965e-07,2.33750394466792e-05,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,ADAMTS5,0.458015651159827,2.3575734839099e-10,0.319712879030816,1.80480740861094e-05,1.69942346966053,9.96575246144959e-07,8.30067806789058e-05,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,PCSK5,0.457510178646156,2.48118962575968e-10,0.565692602499822,5.08292355608984e-16,1.27916893878643,1.21320581469134e-06,9.51557760656238e-05,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
red,PTRH1,0.456207479569792,2.8293914459291e-10,0.486876312310616,1.10442271058223e-11,0.660289361133399,1.05939378047041e-06,8.59570194981683e-05,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
red,UPP1,0.455928306333968,2.90994114999382e-10,0.751155500364834,1.15683165325043e-32,1.33464228815827,3.55638341202358e-08,9.33228223393158e-06,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
blue,JAZF1,0.454377118314032,3.39955953745184e-10,0.653037714800124,2.10797407399284e-22,1.0082327452553,1.11772509095947e-07,1.90710497912175e-05,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
red,SLC22A15,0.453287350897352,3.7902572239559e-10,0.465372067177773,1.10997826078582e-10,1.7745541165464,2.91004012486878e-06,0.000165995743365242,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
red,PRKCD,0.452912133809011,3.93457137481916e-10,0.739077785795677,3.74133034061261e-31,0.636566907244072,3.87678621878533e-05,0.00090429521415632,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
red,SMARCD3,0.452639622220771,4.04270126986077e-10,0.632000477935039,1.11665011783937e-20,1.14794552258756,2.13835871650706e-06,0.000138853523153773,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
magenta,LTBP1,0.451317928036824,4.60924889458271e-10,0.634415485539921,7.19000948926569e-21,1.47284927826786,0.000383924850460965,0.0044888207360728,0.414517419373002,1.43006744926059e-08,6.43530352167264e-08,FDR_significant
magenta,AIFM2,0.451202328032358,4.66230174093991e-10,0.623664489139553,4.95575245317098e-20,0.969027893611344,3.23770296063905e-08,9.33228223393158e-06,0.414517419373002,1.43006744926059e-08,6.43530352167264e-08,FDR_significant
tan,GPR109B,0.450752704574953,4.87432238939007e-10,0.545499558924479,8.44981717354498e-15,0.935414234162001,8.17048792573748e-05,0.00152534104334239,0.426235973348544,5.00679688589554e-09,3.00407813153733e-08,FDR_significant
tan,TLE1,0.450225186195883,5.13497526393464e-10,0.626165759229615,3.18390844000926e-20,1.17519488104786,2.73793720034642e-06,0.000160557413891966,0.426235973348544,5.00679688589554e-09,3.00407813153733e-08,FDR_significant
red,MT1F,0.449592385723493,5.46546195843883e-10,0.493702408118324,5.13039653385477e-12,1.39084537556804,1.1294573041454e-07,1.90710497912175e-05,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
magenta,PPIC,0.449064520707788,5.75679791339646e-10,0.405060483361545,3.24090174222484e-08,1.24452109061749,3.46661240978932e-08,9.33228223393158e-06,0.414517419373002,1.43006744926059e-08,6.43530352167264e-08,FDR_significant
blue,TNFSF14,0.447580375239997,6.65867818910972e-10,0.386659727545279,1.48288677428969e-07,0.933260010692337,1.25202377607884e-05,0.000420108655274655,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
magenta,SEL1L3,0.446890482482015,7.12305120850782e-10,0.588168590825189,1.76138585205588e-17,0.956977425821995,6.73205598266675e-07,6.2425725033359e-05,0.414517419373002,1.43006744926059e-08,6.43530352167264e-08,FDR_significant
tan,SLPI,0.446555172917364,7.3599101959238e-10,0.719505829353998,7.07888446441459e-29,1.95259536220263,4.27094011772461e-06,0.000208280250715151,0.426235973348544,5.00679688589554e-09,3.00407813153733e-08,FDR_significant
blue,PSTPIP2,0.44536665206554,8.26235598897734e-10,0.371335520962587,4.91081654385433e-07,0.505797968457646,2.49216129284691e-06,0.000151820207691101,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
magenta,PPARGC1A,0.444456027637308,9.02526018511166e-10,0.602340415209412,1.84257528819694e-18,2.18576772253409,5.23869305841885e-06,0.000241672610185163,0.414517419373002,1.43006744926059e-08,6.43530352167264e-08,FDR_significant
blue,SRGAP1,0.444043306139007,9.39304681064258e-10,0.436375669583733,1.95386413662119e-09,1.58885899492116,1.40697111559443e-09,1.32424121399747e-06,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
magenta,UGGT2,0.443673251519947,9.73509601167789e-10,0.693673387497566,3.75591912801464e-26,2.18307055600108,3.64131238520883e-06,0.000192914099432487,0.414517419373002,1.43006744926059e-08,6.43530352167264e-08,FDR_significant
red,FAM110B,0.441777762336756,1.16846489904626e-09,0.36862668318726,6.03027363637168e-07,1.68324307671747,5.89342959689992e-06,0.000258474081724072,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
red,CTSD,0.44123675736831,1.23070240988192e-09,0.740895765809705,2.24467302570827e-31,0.767571959369167,7.40097504399005e-06,0.000292066989995951,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
red,KIF1C,0.441162005587587,1.23954980525795e-09,0.745795438022206,5.5438828467323e-32,0.916531488906724,7.99542339702037e-08,1.55701698077696e-05,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
blue,PPFIBP2,0.440532492879686,1.3165350001551e-09,0.703655488586332,3.60329054414645e-27,1.13112981823043,9.17532701443353e-06,0.000339992826219876,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
red,PLAUR,0.439233250016546,1.49029594597932e-09,0.769274342699513,4.2481268040284e-35,0.891148797113084,6.56090820718603e-06,0.0002741688032769,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
magenta,MARVELD2,0.439124792206779,1.50576334299695e-09,0.660293460341888,4.97817053554789e-23,1.60628460304732,1.44770123272617e-08,5.24067846246875e-06,0.414517419373002,1.43006744926059e-08,6.43530352167264e-08,FDR_significant
magenta,HOXB7,0.438953492987975,1.53050902127377e-09,0.673249133374661,3.41678474231759e-24,1.66039712643679,8.30092772052797e-06,0.000316950635722553,0.414517419373002,1.43006744926059e-08,6.43530352167264e-08,FDR_significant
red,OCEL1,0.438217207642491,1.64141783815099e-09,0.835511537541037,2.46938816175213e-46,0.548839414595041,3.82286037051253e-06,0.000195017679172162,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
tan,AZU1,0.4376528350534,1.73164653194029e-09,0.840977936349211,1.75893469725969e-47,1.78864889067097,3.29246149536399e-05,0.000809103070348977,0.426235973348544,5.00679688589554e-09,3.00407813153733e-08,FDR_significant
magenta,KIAA0802,0.437272880053292,1.79506976895866e-09,0.443489533298625,9.90935184792448e-10,1.41502182571506,1.33309790832569e-05,0.000435166761683605,0.414517419373002,1.43006744926059e-08,6.43530352167264e-08,FDR_significant
blue,CAMSAP1L1,0.437152235784696,1.81567314630411e-09,0.57603235813399,1.11739817225172e-16,1.18573070034751,7.19509124798513e-08,1.48835601815464e-05,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,TMTC1,0.435195357090856,2.18353552703549e-09,0.465267913955249,1.12202058817956e-10,1.54578477679765,1.47442588889787e-06,0.000107160590473411,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
tan,HAL,0.434921194814026,2.24050026290168e-09,0.736492098146386,7.68118104126134e-31,1.2562629243518,3.13085031244941e-06,0.00017436427893949,0.426235973348544,5.00679688589554e-09,3.00407813153733e-08,FDR_significant
blue,GALM,0.434315320071422,2.37152121828263e-09,0.445690689670297,8.00622906478231e-10,1.08429395883455,3.48952525407151e-07,4.23012236657634e-05,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,NOD2,0.433652995236913,2.5232088169972e-09,0.756686754895403,2.20076236149314e-33,1.37341672012833,7.55258008759006e-06,0.000295571242346768,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
tan,PTPRU,0.432139918496438,2.90568827349534e-09,0.57907537975297,7.08180968944765e-17,1.30493286554398,6.05393092845572e-06,0.000260776191755722,0.426235973348544,5.00679688589554e-09,3.00407813153733e-08,FDR_significant
blue,MNDA,0.431919812436327,2.96579140487362e-09,0.646259590395967,7.83632810141483e-22,1.51260902165198,1.22486800469123e-06,9.52765095880482e-05,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,PSRC1,0.431884473429479,2.97555233302425e-09,0.448234304874916,6.24562315829698e-10,0.906711748195681,1.28587714862355e-06,9.87973528395499e-05,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,PRKAR2B,0.429796939286523,3.61054051898493e-09,0.444478149622103,9.00594488893432e-10,1.17378437583536,8.83907922604923e-07,7.7389222023791e-05,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,SHISA4,0.429101672384317,3.84967629605448e-09,0.500676940693873,2.30264254239097e-12,1.21902441860466,5.05979492844087e-07,5.20081864040379e-05,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,NCEH1,0.428540094068232,4.05391642178076e-09,0.572571643441787,1.86629441482218e-16,0.637415290029422,1.02415136757282e-07,1.81873823992365e-05,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,NHS,0.427889693940067,4.30353224432497e-09,0.664313439496408,2.19921286379009e-23,1.11586976744187,3.43646422361616e-05,0.000833630653315919,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,C9orf64,0.426153889713956,5.04444705107861e-09,0.434368653446443,2.35969720162615e-09,0.909603047313574,1.07677563650909e-08,4.22275512117647e-06,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,PI4K2A,0.425332529076482,5.43653847217673e-09,0.569003767764302,3.14723497587614e-16,0.960579804865021,5.92791335130015e-07,5.72241235512175e-05,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,WIPI1,0.425130728720742,5.53727756117106e-09,0.47686864135148,3.29767011705854e-11,0.741622694466733,2.21702201748039e-05,0.000612822649883274,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
red,DLX4,0.424976288990996,5.61558753559508e-09,0.384461962787093,1.76739960314965e-07,0.92478531141407,9.15696995236094e-05,0.00165666110138389,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
blue,FCER1G,0.424234708149835,6.00672763498276e-09,0.825739915102653,2.19912158984239e-44,1.2493330125635,3.11724459477888e-06,0.0001741216980775,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
red,PLA2G16,0.423291737266409,6.54214581984674e-09,0.549757316180377,4.74521167000443e-15,1.61489585672281,8.66077212972414e-07,7.66321291572453e-05,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
blue,KCNJ2,0.421643874367471,7.59013380885294e-09,0.668432714245676,9.39649707178507e-24,1.7048632050254,6.99645492514903e-07,6.431041349904e-05,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,CD36,0.421142572136326,7.93983410518464e-09,0.698960698596519,1.09830428200445e-26,1.56202256081265,3.6639983716603e-06,0.000192914099432487,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
red,C7orf50,0.42074061162152,8.23140163664304e-09,0.570674021566776,2.46619436465547e-16,0.549409141940669,2.38194072725658e-05,0.00064794295158783,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
red,LRPAP1,0.420280540994823,8.57778649568643e-09,0.705781381691963,2.15967827755164e-27,0.563125581395365,1.17092520530455e-06,9.26113280027431e-05,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
red,CST3,0.419615937464271,9.10306611739115e-09,0.767397346543439,7.7746214647124e-35,1.302176904571,1.37831568399832e-06,0.000103781657742337,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
red,IFI27L2,0.419545367212345,9.16062872695621e-09,0.575400429931978,1.2276711433769e-16,0.939117548783759,7.30867798207943e-07,6.58270594902694e-05,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
blue,SRXN1,0.417696054106672,1.08004078802129e-08,0.500778959693365,2.27550933662144e-12,0.594123389468072,1.14038971464675e-05,0.000393884330064412,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
red,ABHD11,0.416421182403812,1.20917713782153e-08,0.603528015569466,1.51721254928479e-18,0.662444587008835,2.78122313681773e-06,0.00016155247629623,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
blue,HECW2,0.416385115489959,1.21303856116854e-08,0.436103002152209,2.00475283116018e-09,0.880218564554941,8.67904151410074e-06,0.000327073060740794,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
red,SGCB,0.415607567775125,1.2992315017157e-08,0.336187918072175,6.12197122185126e-06,1.09179990644214,1.92789191291579e-06,0.000129414844978077,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
blue,GCH1,0.415579672532309,1.30243082398331e-08,0.341726783801178,4.19624846739837e-06,0.782142007484648,9.89440963539557e-06,0.000356354174381677,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,NPL,0.41502589164602,1.36753700609118e-08,0.745355620356243,6.29359364345459e-32,1.37397262763968,1.36087194559152e-06,0.000102879732947047,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
red,TSPO,0.414718971573987,1.40495867187863e-08,0.854943243661158,1.27560059871211e-50,0.678736781609214,3.15787471418569e-05,0.000783186213700019,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
blue,C6orf97,0.412731054419109,1.67231633344785e-08,0.467394008843916,8.99547918345266e-11,1.56524244854318,8.05902584392513e-07,7.22395726124031e-05,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,FBP1,0.411791852041248,1.81506084895763e-08,0.749119336083485,2.10776134644659e-32,1.76166225608127,2.55489077205534e-07,3.36316530721466e-05,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
tan,ALDH4A1,0.411768757475407,1.81871450428638e-08,0.460658739256654,1.80226102937337e-10,0.637720208500417,3.33606497581542e-06,0.000183084802054663,0.426235973348544,5.00679688589554e-09,3.00407813153733e-08,FDR_significant
magenta,FAM174B,0.41115226232511,1.91890484366712e-08,0.622928929783035,5.64010354701941e-20,1.25733235765839,3.09550336943034e-06,0.000173435276113292,0.414517419373002,1.43006744926059e-08,6.43530352167264e-08,FDR_significant
blue,PNPLA1,0.410924761607566,1.95720224843231e-08,0.721341024711174,4.41314386424216e-29,1.44668307939055,2.05799824459497e-06,0.000135283877520946,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,ATP6V0A1,0.410815153954904,1.97591508741921e-08,0.533303912921291,4.22049849227665e-14,0.70774377171881,6.99336889870943e-05,0.00135461017678378,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
red,PRKCDBP,0.410177869209999,2.08817384009617e-08,0.515369377116755,4.00831762310199e-13,1.59842131782946,9.07497926368304e-07,7.872230859888e-05,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
red,ABCA7,0.410152937391782,2.09268805675274e-08,0.628068577194785,2.26787051840385e-20,0.571611427425845,0.000544845704233019,0.00579117760388614,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
blue,METTL7B,0.410010980677903,2.11857056968118e-08,0.512789993869489,5.48152558066835e-13,1.60472562149159,1.24034386583244e-05,0.000418316584228036,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,ITGAM,0.409687325491734,2.17873828530076e-08,0.867221690440123,1.14940041746809e-53,1.09304223469663,3.65526299774332e-05,0.00086440541042111,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,TREM1,0.406835288815984,2.78497419935703e-08,0.653011520523332,2.11883457165889e-22,1.21510264635125,0.000180474077460745,0.00262335066075543,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,FCN1,0.406430001162522,2.88330797838418e-08,0.831359377707898,1.72310663028957e-45,1.59492745255282,0.000142638051150105,0.0022408428471734,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
magenta,CAPRIN2,0.405680374126275,3.07405559994367e-08,0.51171218462041,6.24261288482561e-13,0.654783039294332,0.000137078550904978,0.00217752459260363,0.414517419373002,1.43006744926059e-08,6.43530352167264e-08,FDR_significant
magenta,SDSL,0.405503418054477,3.12082237978862e-08,0.650087757245811,3.74824627962749e-22,0.572920769847644,0.002502118981171,0.0172780219007935,0.414517419373002,1.43006744926059e-08,6.43530352167264e-08,FDR_significant
blue,SLC12A8,0.405201094191258,3.2023089966881e-08,0.530446145406604,6.09562994192098e-14,0.928064969259562,3.38842005114945e-06,0.000184880055196629,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,RXRA,0.404205850606655,3.48526497728533e-08,0.737018986162546,6.6384726798442e-31,0.834022988505771,9.3351243590751e-06,0.000343176517442541,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
tan,PVT1,0.404164235884267,3.49760513615309e-08,0.548999220624979,5.2617908362111e-15,0.660571865811301,5.14529476117593e-06,0.000238559183705359,0.426235973348544,5.00679688589554e-09,3.00407813153733e-08,FDR_significant
red,SLC2A9,0.402486552164462,4.0316076544362e-08,0.610487253759367,4.7802829787525e-19,0.847784603047327,8.55643557385955e-05,0.00157347125345657,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
blue,TLR4,0.402291294771139,4.09862325710473e-08,0.68203806619556,5.13090858437083e-25,1.21223797113074,2.8551714727627e-06,0.000164864257065291,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
tan,LGALS12,0.402190679470492,4.13357277187664e-08,0.576897970402997,9.81919664368548e-17,1.60661407377708,1.08253572685299e-05,0.000378766775507075,0.426235973348544,5.00679688589554e-09,3.00407813153733e-08,FDR_significant
red,DKFZp761E198,0.401943138626644,4.22078136319193e-08,0.649208314788766,4.44439951218666e-22,0.620320890136345,5.25876351841822e-05,0.0011094249978341,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
blue,CTSZ,0.401428562287107,4.40775911056693e-08,0.821707286744768,1.29339965037863e-43,0.740596057203973,2.18951250715664e-06,0.000141016025330353,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
red,HRH2,0.401246767157062,4.47569963541169e-08,0.515538004004809,3.92676749439289e-13,0.916732464581674,4.94158807793119e-05,0.00106187732852713,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
blue,ANKRD57,0.39988312911801,5.01838354567865e-08,0.496016224802639,3.94092342236382e-12,1.16573310612136,3.91113837620796e-06,0.000196853659876307,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,AOAH,0.399480917710931,5.19016752018524e-08,0.665829720987444,1.61068946835567e-23,1.0830830125635,2.00799946811224e-05,0.000568399729139021,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,FAM129B,0.399387735985234,5.23076375594958e-08,0.676549668927114,1.68941347049395e-24,1.11634633787759,5.21211611608702e-05,0.00110487470460836,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,CD200R1,0.398998529321834,5.40365025443839e-08,0.668391939855658,9.47655257493994e-24,1.139537035552,1.9206086257154e-05,0.000554502097706543,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,APOBEC3A,0.397582965749845,6.07991579253945e-08,0.771072602907309,2.36801685298052e-35,1.36501976744187,0.000175931506232395,0.00257388597876675,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
red,MAP1LC3A,0.395592484997672,7.16973466147899e-08,0.535879022044064,3.02139237010841e-14,1.03061427425823,6.84345498940855e-06,0.000278231526394442,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
red,BEGAIN,0.395333282578327,7.3247540357264e-08,0.415868487520124,1.26967061587037e-08,0.825740510558679,0.000996847317521168,0.00896115277221512,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
red,CCL23,0.395158342687036,7.43119224668385e-08,0.4170957951963,1.1390954864998e-08,1.85689787489977,4.46454452950354e-06,0.000215488682624038,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
blue,FRMD3,0.395154689936326,7.4334304265405e-08,0.428653780357619,4.01174380073944e-09,1.26330093557873,1.15711852066893e-05,0.000397806711724211,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,PMM1,0.394988470714257,7.53596680388045e-08,0.718484449152474,9.19330003175515e-29,0.809639214113885,2.57976648719335e-05,0.000685909969566383,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
magenta,ULBP1,0.393229491296287,8.70763989180043e-08,0.537128770263,2.56634062824141e-14,1.08026304464048,9.31120188725446e-07,7.93345923701482e-05,0.414517419373002,1.43006744926059e-08,6.43530352167264e-08,FDR_significant
red,QSOX1,0.391807600847874,9.78066104963523e-08,0.630091286167412,1.57715658441005e-20,0.607005947607611,5.70268280225849e-06,0.000253776125460316,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
