beataml_expression_samples,beataml_drug_response_samples,matched_expression_drug_samples,signature_genes_available,drug_response_metric_used,metric_direction_note,drugs_tested_total,drugs_with_matched_samples_ge_20,significant_drugs_FDR_less_0.05,significant_drugs_P_less_0.05,significant_drugs_FDR_less_0.05_names,significant_drugs_P_less_0.05_names,top_positive_correlated_drugs,top_negative_correlated_drugs,venetoclax_available,ruxolitinib_available,sorafenib_available,bortezomib_available,proteasome_or_HSP90_drugs_available,ferroptosis_related_drugs_available,exploratory_interpretation_note,expression_data_type,expression_source,drug_response_source
707,542,520,6,auc,Higher AUC indicates lower ex vivo sensitivity / greater relative resistance.,165,155,41,63,Venetoclax;Selumetinib (AZD6244);Cediranib (AZD2171);17-AAG (Tanespimycin);Linifanib (ABT-869);Panobinostat;Nilotinib;AT7519;Motesanib (AMG-706);GSK-1838705A;PHA-665752;PRT062607;Vismodegib (GDC-0449);Ibrutinib (PCI-32765);INK-128;Trametinib (GSK1120212);NF-kB Activation Inhibitor;GDC-0941;MK-2206;Dasatinib;Rapamycin;Lenalidomide;Flavopiridol;KU-55933;YM-155;SNS-032 (BMS-387032);Doramapimod (BIRB 796);JNJ-38877605;SR9011;Idelalisib;Bortezomib (Velcade);CI-1040 (PD184352);DBZ;PHT-427;Foretinib (XL880);GSK-2879552;Erlotinib;NVP-TAE684;Axitinib (AG-013736);Afatinib (BIBW-2992);Artemisinin,Venetoclax;Selumetinib (AZD6244);Cediranib (AZD2171);17-AAG (Tanespimycin);Linifanib (ABT-869);Panobinostat;Nilotinib;AT7519;Motesanib (AMG-706);GSK-1838705A;PHA-665752;PRT062607;Vismodegib (GDC-0449);Ibrutinib (PCI-32765);INK-128;Trametinib (GSK1120212);NF-kB Activation Inhibitor;GDC-0941;MK-2206;Dasatinib;Rapamycin;Lenalidomide;Flavopiridol;KU-55933;YM-155;SNS-032 (BMS-387032);Doramapimod (BIRB 796);JNJ-38877605;SR9011;Idelalisib;Bortezomib (Velcade);CI-1040 (PD184352);DBZ;PHT-427;Foretinib (XL880);GSK-2879552;Erlotinib;NVP-TAE684;Axitinib (AG-013736);Afatinib (BIBW-2992);Artemisinin;PI-103;PP242;BEZ235;VX-745;MGCD-265;Ralimetinib (LY2228820);Elesclomol;Palbociclib;STO609;Go6976;Volasertib (BI-6727);RAF265 (CHIR-265);AKT Inhibitor IV;Neratinib (HKI-272);TG100-115;Cabozantinib;Saracatinib (AZD0530);SB-431542;OTX-015;AZD1152-HQPA (AZD2811);Tivozanib (AV-951);MLN8054,Venetoclax;GSK-2879552;XMD 8-87;BMS-754807;Lenalidomide;NVP-AEW541;GSK-1838705A;PHA-665752;NF-kB Activation Inhibitor;SR9011,Ralimetinib (LY2228820);Panobinostat;Selumetinib (AZD6244);Cediranib (AZD2171);17-AAG (Tanespimycin);Linifanib (ABT-869);Nilotinib;AT7519;Motesanib (AMG-706);Go6976,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,BeatAML drug response analysis was exploratory and based on ex vivo drug sensitivity associations rather than clinical treatment outcomes.,normalized_expression_like,E:/repository workspace/FQD_bioinformatics_work/data/beataml_expr.txt,E:/repository workspace/FQD_bioinformatics_work/data/beataml_auc.txt
